,BillingLatitude,BillingLongitude,BillingPostalCode,Consortium_Sales_Total,TA_Sales_Total,ExternalName
131,42.46,-71.01,1906,33639780,310581,Hannah
132,42.85,-70.92,1913,11505961,1617976,Hannah
133,42.35,-72.71000000000001,1053,12642769,296428,Nicole
134,42.16,-72.32000000000001,1069,37438599,483351,Nicole
135,42.26,-72.56,1075,13826931,2378912,Nicole
136,42.26,-72.56,1075,41729906,204623,Nicole
137,42.13,-72.75,1085,42601979,2837071,Nicole
138,42.13,-72.75,1085,40128881,387116,Nicole
139,42.15,-71.13,2021,3762252,297591,Hannah
140,42.15,-71.13,2021,11410184,1262571,Hannah
141,42.08,-71.38,2038,28547312,1289608,Hannah
142,42.08,-71.38,2038,23116421,3470565,Hannah
143,42.08,-71.38,2038,37257562,612004,Hannah
144,42.08,-71.38,2038,38992210,2606086,Hannah
145,42.23,-70.88,2043,25232623,614604,Hannah
146,42.23,-70.88,2043,24056367,1835520,Hannah
147,42.23,-70.88,2043,28406555,2997428,Hannah
148,42.23,-70.88,2043,11087057,2468556,Hannah
149,42.23,-70.88,2043,45418550,1126953,Hannah
150,42.23,-70.88,2043,50820770,1645562,Hannah
151,42.23,-70.88,2043,24760181,150722,Hannah
152,42.23,-70.88,2043,6584389,1373759,Hannah
153,42.23,-70.88,2043,31429888,2938767,Hannah
154,42.23,-70.88,2043,14354302,2933151,Hannah
155,42.13,-72.43,1095,25512914,3192978,Nicole
156,42.13,-72.43,1095,5084845,3196111,Nicole
157,42.13,-72.43,1095,48244508,87900,Nicole
158,42.09,-70.7,2050,14072411,578515,Hannah
159,42.09,-70.7,2050,19354742,374488,Hannah
160,42.1371,-71.34476,2056,39113938,53091,Hannah
161,42.16,-70.78,2061,39448085,3025495,Hannah
162,42.16,-70.78,2061,6208894,785283,Hannah
163,42.16,-70.78,2061,29931847,1849009,Hannah
164,42.16,-70.78,2061,49929337,2654625,Hannah
165,42.16395,-70.86694,2061,17559313,25932,Hannah
166,42.16,-70.78,2061,23456283,2294776,Hannah
167,42.16,-70.78,2061,18348896,947891,Hannah
168,42.16,-70.78,2061,37188909,1144912,Hannah
169,42.16,-70.78,2061,45499174,2878429,Hannah
170,42.5,-70.85000000000001,1945,27555815,1519948,Hannah
171,42.6,-71.01,1949,52187485,3471446,Hannah
172,42.6,-71.01,1949,50861564,337537,Hannah
173,42.6,-71.01,1949,11084773,3348370,Hannah
174,42.81,-70.88,1950,49152095,302705,Hannah
175,42.81,-70.88,1950,8772400,1581247,Hannah
176,42.18,-71.3,2052,29883501,1309126,Hannah
177,42.18,-71.3,2052,16764870,2146647,Hannah
178,42.18,-71.19,2062,40125818,316370,Hannah
179,42.18,-71.19,2062,38754748,2802993,Hannah
180,42.18,-71.19,2062,12709783,1469713,Hannah
181,42.18,-71.19,2062,28744084,1678279,Hannah
182,42.18,-71.19,2062,31187704,1892867,Hannah
183,42.20772,-72.60734,1040,2541776,-1215,Lauren
184,42.21,-72.64,1040,27026831,1821125,Nicole
185,42.21,-72.64,1040,32678819,299311,Nicole
186,42.21,-72.64,1040,2534577,3071258,Nicole
187,42.37,-71.05,2109,23267383,2153233,Hannah
188,42.37,-71.05,2109,22670992,1722398,Hannah
189,42.37,-71.05,2109,40378662,2893186,Hannah
190,42.37,-71.05,2109,38035753,26737,Hannah
191,42.37,-71.05,2109,25914686,2447198,Hannah
192,42.37,-71.05,2109,13067131,525613,Hannah
193,42.35928,-71.05738,2109,19774500,1325045,Hannah
194,42.16,-72.48,1056,15004751,488997,Nicole
195,42.16,-72.48,1056,2068400,642795,Nicole
196,42.16,-72.48,1056,5696854,2818459,Nicole
197,42.16,-72.48,1056,20882204,2920351,Nicole
198,42.35,-71.06,2111,42856512,2201912,Hannah
199,42.34883,-71.06344,2111,19686428,1730821,Hannah
200,42.35,-71.06,2111,15845219,3487817,Hannah
201,42.35,-71.06,2111,24383468,1560586,Hannah
202,42.37,-71.08,2141,25427265,2273124,Hannah
203,42.33457,-72.66733,1062,16145802,1139245,Lauren
204,42.45,-73.26,1201,15393990,805853,Nicole
205,42.44665,-73.26145,1201,785153,3340109,Lauren
206,42.45,-73.26,1201,45737235,3289563,Nicole
207,42.19,-73.35000000000001,1230,7085276,948211,Nicole
208,42.54122,-71.64565,1464,23259012,446132,Hannah
209,42.55,-71.9,1473,39789304,2874203,Nicole
210,42.35,-71.73,1505,10647886,1597093,Hannah
211,42.43,-71.05,2148,3555114,1881072,Hannah
212,42.400000000000006,-71.05,2149,38320228,1342406,Hannah
213,42.42,-71.10000000000001,2155,22765798,2570054,Hannah
214,42.42,-71.10000000000001,2155,18948689,2582966,Hannah
215,42.42,-71.10000000000001,2155,2382405,258359,Hannah
216,42.42,-71.10000000000001,2155,608468,2760130,Hannah
217,42.42,-71.10000000000001,2155,15775309,49352,Hannah
218,42.4581,-71.06305,2176,14932073,3222785,Hannah
219,42.47,-71.09,2180,22882134,1502958,Hannah
220,42.47,-71.09,2180,37340106,2942191,Hannah
221,42.2,-71.0,2184,16118801,1921948,Hannah
222,42.2058,-71.00468,2184,29024151,672999,Hannah
223,42.2,-71.0,2184,2292424,3433531,Hannah
224,42.2,-71.0,2184,48153456,1591884,Hannah
225,42.2,-71.0,2184,50648743,1607866,Hannah
226,42.2,-71.0,2184,-317303,131941,Hannah
227,42.2,-71.0,2184,14898999,669992,Hannah
228,42.22641,-71.02598,2184,44307743,1050500,Hannah
229,42.2,-71.0,2184,44823,2476491,Hannah
230,42.22641,-71.02598,2184,32872848,1270195,Hannah
231,42.2,-71.0,2184,29598809,732523,Hannah
232,42.26,-71.8,1608,33228953,3416667,Hannah
233,42.26,-71.8,1608,13445127,2614972,Hannah
234,42.25743,-71.04047,2186,40843618,309700,Hannah
235,42.24,-71.08,2186,18240279,2272930,Hannah
236,42.24,-71.08,2186,28589087,982496,Hannah
237,42.26,-71.8,1655,8438640,1913252,Hannah
238,42.28,-71.44,1702,12840176,2975833,Hannah
239,42.48,-71.46000000000001,1720,4972942,2953286,Hannah
240,42.48,-71.46000000000001,1720,18344982,725706,Hannah
241,42.22,-71.52,1748,49501200,3156333,Hannah
242,42.39,-71.56,1749,30626123,76659,Hannah
243,42.39,-71.56,1749,3313,1328724,Hannah
244,42.28,-71.35000000000001,1760,3250186,1758869,Hannah
245,42.28,-71.35000000000001,1760,42439952,1468012,Hannah
246,42.28,-71.35000000000001,1760,38376801,989957,Hannah
247,42.08,-71.02,2301,675779,1026728,Hannah
248,42.36,-71.36,1778,51852748,249281,Hannah
249,42.05,-71.10000000000001,2356,26172843,2680719,Hannah
250,42.03,-71.10000000000001,2375,36748286,-16727,Hannah
251,42.03,-71.10000000000001,2375,13279086,2602748,Hannah
252,42.03,-71.10000000000001,2375,23959755,1920710,Hannah
253,42.01253,-71.06614,2375,16827500,3327168,Hannah
254,42.03,-71.10000000000001,2375,31058703,1523520,Hannah
255,42.69102,-71.21101,1810,-493786,591885,Hannah
256,42.65,-71.14,1810,33287783,866181,Hannah
257,42.65,-71.14,1810,13144520,772842,Hannah
258,42.65,-71.14,1810,36000027,311573,Hannah
259,42.44,-71.23,2421,22078067,1541452,Hannah
260,42.39,-71.22,2452,16475732,764446,Hannah
261,42.34,-71.24,2466,2666877,3167240,Hannah
262,42.34,-71.24,2466,20074565,1225313,Hannah
263,42.34,-71.24,2466,12730286,171156,Hannah
264,42.37,-71.18,2472,39066453,1139364,Hannah
265,42.74,-71.18,1844,3089760,2881404,Hannah
266,42.63,-71.3,1852,22107540,415476,Hannah
267,42.68,-71.41,1879,40108322,314377,Hannah
268,42.29,-71.3,2482,130472,1096232,Hannah
269,41.62946,-70.38759,2655,21665246,171757,Hannah
270,41.62,-70.38,2655,24416501,3029196,Hannah
271,41.69,-71.13,2723,12231002,1106571,Hannah
272,41.64,-71.0,2747,11476808,2543620,Hannah
273,41.64,-71.0,2747,38456751,147285,Hannah
274,41.64,-71.0,2747,33498378,2004797,Hannah
275,41.93,-71.04,2767,30473103,3075845,Hannah
276,41.75,-71.18,2777,20677929,1679872,Hannah
277,41.38,-71.65,2813,46532959,846631,Hannah
278,41.38,-71.65,2813,855262,1748682,Hannah
279,41.63,-71.5,2818,19817278,3387289,Hannah
280,41.63,-71.5,2818,45132793,3149134,Hannah
281,41.6646496,-71.4477933,2818,14031489,2231361,Hannah
282,41.63,-71.5,2818,7145738,3166010,Hannah
283,41.63,-71.5,2818,7730952,169996,Hannah
284,41.94,-71.41,2864,49357319,482707,Hannah
285,41.7,-71.42,2889,22992325,1273362,Hannah
286,41.37,-71.81,2891,6044880,825579,Hannah
287,41.37,-71.81,2891,46292051,1391045,Hannah
288,41.37,-71.81,2891,12451815,1808118,Hannah
289,41.95,-71.55,2896,4530548,3488344,Hannah
290,41.86,-71.44,2904,-200799,660240,Hannah
291,41.81,-71.37,2914,8143385,2232508,Hannah
292,41.81,-71.37,2914,29039529,3020341,Hannah
293,41.76452,-71.45794,2920,10899646,1242852,Hannah
294,41.77,-71.47,2920,32242217,2833233,Hannah
295,41.77,-71.47,2920,26047994,1313768,Hannah
296,41.77,-71.47,2920,43741501,299502,Hannah
297,41.77,-71.47,2920,5511981,1118036,Hannah
298,41.77,-71.47,2920,33842694,2180126,Hannah
299,41.77,-71.47,2920,34567112,516377,Hannah
300,41.77,-71.47,2920,30057604,1448437,Hannah
301,41.77,-71.47,2920,16841792,1699038,Hannah
302,42.13,-71.24,2081,5593573,1425538,Hannah
303,42.13,-71.24,2081,14502666,3468578,Hannah
304,42.89,-71.28,3038,11453130,654392,Hannah
305,42.89,-71.28,3038,14148939,3381391,Hannah
306,42.78,-71.52,3063,51042240,433768,Hannah
307,42.78,-71.52,3063,20952874,2998260,Hannah
308,42.78,-71.52,3063,5660074,1253840,Hannah
309,42.78,-71.52,3063,35823234,2356254,Hannah
310,42.78,-71.2,3079,52086013,2144396,Hannah
311,42.78,-71.2,3079,28151033,264876,Hannah
312,42.78,-71.2,3079,19809510,479073,Hannah
313,42.78,-71.2,3079,37613825,291000,Hannah
314,42.78,-71.2,3079,31179032,378881,Hannah
315,42.78,-71.2,3079,50779464,481855,Hannah
316,42.78,-71.2,3079,42025368,2695581,Hannah
317,42.36,-71.05,2110,46817348,560918,Hannah
318,42.36,-71.05,2110,20704873,774786,Hannah
319,42.36,-71.05,2110,31329737,186209,Hannah
320,42.36,-71.05,2110,21407313,1133545,Hannah
321,42.36,-71.05,2110,21237217,1663308,Hannah
322,42.36,-71.05,2110,4112804,1589123,Hannah
323,42.35494,-71.05664,2110,38993768,897040,Hannah
324,42.36,-71.05,2110,3559693,813502,Hannah
325,42.36,-71.05,2110,38921145,594261,Hannah
326,42.84,-71.73,3086,36042999,1508661,Hannah
327,42.95,-71.5,3110,29191105,2509115,Hannah
328,42.95,-71.5,3110,47771832,2354395,Hannah
329,42.95,-71.5,3110,14270598,2389188,Hannah
330,42.95765,-71.50112,3110,37813930,2410861,Hannah
331,42.95,-71.5,3110,13912607,1955048,Hannah
332,42.95,-71.5,3110,24825889,2860285,Hannah
333,42.95,-71.5,3110,5476036,1292036,Hannah
334,42.95,-71.5,3110,34545853,123413,Hannah
335,42.95,-71.5,3110,50836729,2325634,Hannah
336,42.95,-71.5,3110,40611718,3385886,Hannah
337,42.95,-71.5,3110,42673802,3233847,Hannah
338,42.95,-71.5,3110,3039810,19035,Hannah
339,42.95,-71.5,3110,13589132,1725817,Hannah
340,42.95765,-71.50112,3110,19020526,234404,Hannah
341,42.95,-71.5,3110,42952141,3420303,Hannah
342,42.95,-71.5,3110,20227472,3188423,Hannah
343,43.75,-71.39,3254,23507827,702057,Hannah
344,43.13,-71.54,3304,29653713,84764,Hannah
345,42.87,-71.96000000000001,3458,38107772,1267520,Hannah
346,42.87,-71.96000000000001,3458,6491013,1632926,Hannah
347,43.37,-72.33,3743,10837038,985249,Hannah
348,43.64,-72.31,3784,31191209,2696894,Hannah
349,43.05,-70.78,3801,28834630,607693,Hannah
350,43.05,-70.78,3801,34416503,2422858,Hannah
351,43.05,-70.78,3801,22215609,2474481,Hannah
352,43.05,-70.78,3801,2683156,2011002,Hannah
353,43.05,-70.78,3801,12816713,1071697,Hannah
354,43.05,-70.78,3801,45446727,3427049,Hannah
355,43.05,-70.78,3801,11456158,2306378,Hannah
356,43.05,-70.78,3801,6200565,1177684,Hannah
357,43.05,-70.78,3801,3813169,3163215,Hannah
358,43.05,-70.78,3801,49200518,2486156,Hannah
359,42.35,-71.08,2116,15061904,3228251,Hannah
360,42.32,-71.06,2125,15806923,2525543,Hannah
361,42.26,-71.0,2169,21573646,2161585,Hannah
362,42.26,-71.0,2169,49248044,3291938,Hannah
363,42.26,-71.0,2169,13532693,367883,Hannah
364,42.25309,-71.00423,2169,466930,1448984,Hannah
365,43.97,-71.12,3818,38580969,3218274,Hannah
366,42.94,-70.82000000000001,3842,46026648,1957555,Hannah
367,42.94,-70.82000000000001,3842,48433368,866553,Hannah
368,42.94,-70.82000000000001,3842,23360668,2539968,Hannah
369,42.94,-70.82000000000001,3842,11198579,1271038,Hannah
370,42.94,-70.82000000000001,3842,5874082,2765927,Hannah
371,41.99,-70.71000000000001,2364,44064284,3507587,Hannah
372,42.38,-71.24,2451,50966343,1842025,Hannah
373,42.38,-71.24,2451,21103896,2080424,Hannah
374,42.38,-71.24,2451,3997015,2750101,Hannah
375,42.38,-71.24,2451,12243357,42782,Hannah
376,42.38,-71.24,2451,21008816,1040149,Hannah
377,42.38,-71.24,2451,52176544,682733,Hannah
378,42.38996,-71.25756,2451,40179166,2780015,Hannah
379,42.38,-71.24,2451,8209919,918905,Hannah
380,42.37,-71.24,2453,26829445,2436923,Hannah
381,42.37,-71.24,2453,15305185,3414966,Hannah
382,42.37,-71.24,2453,52115655,3355233,Hannah
383,42.36127,-71.25996,2453,32237294,2331699,Hannah
384,42.37,-71.24,2453,12494509,788607,Hannah
385,43.79,-70.2,4096,47770539,1753544,Hannah
386,43.79,-70.2,4096,44452878,3272224,Hannah
387,42.5,-71.06,1880,6608401,1574371,Hannah
388,42.5,-71.06,1880,19600439,2820155,Hannah
389,42.5,-71.06,1880,25022927,1607538,Hannah
390,42.5,-71.06,1880,436162,181472,Hannah
391,42.5,-71.06,1880,12546512,2105855,Hannah
392,42.5,-71.06,1880,10653913,2631439,Hannah
393,42.5,-71.06,1880,31736485,1596800,Hannah
394,42.5,-71.06,1880,10282590,899193,Hannah
395,44.08,-70.24,4210,29636731,3307594,Hannah
396,44.08,-70.24,4210,16965945,335731,Hannah
397,44.09864,-70.23114,4210,-55280,261434,Hannah
398,44.08,-70.24,4210,9475535,2487045,Hannah
399,44.33,-69.72,4330,21266491,1430594,Hannah
400,44.33,-69.72,4330,4768395,1160994,Hannah
401,44.33,-69.72,4330,3481374,2245063,Hannah
402,44.03,-69.51,4543,51650329,1091401,Hannah
403,44.58,-68.49,4605,33578854,981416,Hannah
404,44.58,-68.49,4605,16036824,2507141,Hannah
405,44.58,-68.49,4605,1168027,1726512,Hannah
406,46.11,-67.83,4730,17795118,349676,Hannah
407,46.13069,-67.8405,4730,32126674,2962115,Hannah
408,44.2,-69.06,4843,42496657,2776647,Hannah
409,44.2,-69.06,4843,7588981,2175351,Hannah
410,44.55,-69.71000000000001,4963,12769768,2588037,Hannah
411,42.47,-70.91,1907,8173328,671635,Hannah
412,42.57,-70.87,1915,49012192,1842184,Hannah
413,42.57,-70.87,1915,37916339,2553642,Hannah
414,42.57,-70.87,1915,20567672,2898319,Hannah
415,42.57,-70.87,1915,12070283,971106,Hannah
416,42.57,-70.87,1915,22352749,2416643,Hannah
417,42.57,-70.95,1923,34348355,1718132,Hannah
418,42.57,-70.95,1923,51239225,2764126,Hannah
419,42.57,-70.95,1923,24623136,363520,Hannah
420,42.57,-70.95,1923,6079033,368455,Hannah
421,43.65,-72.32000000000001,5001,2048471,2574132,Nicole
422,43.99,-72.12,5033,125189,3122825,Nicole
423,42.87,-73.18,5201,19823143,1970734,Nicole
424,42.87,-73.18,5201,9471433,142333,Nicole
425,42.87,-73.18,5201,21644280,548248,Nicole
426,42.62,-70.66,1930,29291775,1222110,Hannah
427,42.72,-70.89,1969,27415903,1615654,Hannah
428,42.23265,-71.18189,2026,25977894,1420105,Hannah
429,42.23079,-71.1771,2026,47850524,419676,Hannah
430,42.24,-71.17,2026,12611862,2237865,Hannah
431,43.17,-73.04,5255,46127505,250762,Nicole
432,42.86,-72.57000000000001,5301,32929040,722080,Nicole
433,42.86,-72.57000000000001,5301,19271984,2946805,Nicole
434,44.2,-72.5,5641,43203023,672546,Nicole
435,44.2,-72.5,5641,51343902,2454618,Nicole
436,44.2,-72.5,5641,-408308,3189725,Nicole
437,44.2,-72.5,5641,18151244,1182747,Nicole
438,42.35,-71.19,2458,43375678,2025113,Hannah
439,42.35,-71.19,2458,24956921,3107163,Hannah
440,42.31,-71.19,2459,25760084,2526653,Hannah
441,42.33,-71.26,2462,23555271,2863308,Hannah
442,42.31,-71.16,2467,48945720,1226944,Hannah
443,42.31,-71.16,2467,15381155,3231672,Hannah
444,42.06,-71.33,2093,13155863,1671920,Hannah
445,42.06,-71.33,2093,23244408,19838,Hannah
446,42.32,-71.2364,2481,52375058,1271115,Hannah
447,42.31,-71.27,2481,24301616,435983,Hannah
448,42.31822,-71.23765,2481,43131088,2079376,Hannah
449,42.31,-71.27,2481,28141032,1709360,Hannah
450,42.31,-71.27,2481,28377773,514666,Hannah
451,42.31,-71.27,2481,26132345,3293497,Hannah
452,42.31,-71.27,2481,46806899,759546,Hannah
453,42.31476,-71.23752,2481,27655145,239440,Hannah
454,43.6,-72.97,5701,24918437,1404159,Nicole
455,43.6,-72.97,5701,29542612,265669,Nicole
456,42.29,-71.04,2122,42099872,3503724,Hannah
457,42.38,-71.06,2129,49698044,386012,Hannah
458,44.93,-72.2,5855,11092836,377812,Nicole
459,44.93,-72.2,5855,42506293,2784094,Nicole
460,41.7,-72.60000000000001,6033,39316570,1453441,Lauren
461,41.7,-72.60000000000001,6033,7795485,2145738,Lauren
462,41.7,-72.60000000000001,6033,38581451,3016569,Lauren
463,41.7,-72.60000000000001,6033,22470006,2582930,Lauren
464,41.7,-72.60000000000001,6033,11553816,1397750,Lauren
465,41.7,-72.60000000000001,6033,26237064,112232,Lauren
466,41.7,-72.60000000000001,6033,17867813,2137628,Lauren
467,41.7,-72.60000000000001,6033,38969209,1430690,Lauren
468,41.7,-72.60000000000001,6033,45413040,2843041,Lauren
469,41.7,-72.60000000000001,6033,12795679,1832234,Lauren
470,41.7,-72.60000000000001,6033,43372903,3113422,Lauren
471,41.7,-72.60000000000001,6033,30013094,1858024,Lauren
472,41.7,-72.60000000000001,6033,8592040,532702,Lauren
473,41.7,-72.60000000000001,6033,8227838,1515763,Lauren
474,41.72113,-72.62163,6033,19415505,410451,Lauren
475,41.7,-72.60000000000001,6033,1864002,1377982,Lauren
476,41.7,-72.60000000000001,6033,19777522,2966193,Lauren
477,41.7,-72.60000000000001,6033,1218083,1973762,Lauren
478,41.72271,-72.61661,6033,6139103,2352499,Lauren
479,41.7,-72.60000000000001,6033,25984267,617318,Lauren
480,41.7,-72.60000000000001,6033,28448840,2524759,Lauren
481,41.7,-72.60000000000001,6033,42160935,240385,Lauren
482,41.7,-72.60000000000001,6033,51378773,2390268,Lauren
483,41.7,-72.60000000000001,6033,44314332,1932528,Lauren
484,41.7,-72.60000000000001,6033,52367142,2990998,Lauren
485,41.7,-72.60000000000001,6033,43202334,1477213,Lauren
486,41.7,-72.60000000000001,6033,41920547,2080546,Lauren
487,41.7,-72.60000000000001,6033,49769811,1846266,Lauren
488,41.7,-72.60000000000001,6033,49212010,3014062,Lauren
489,41.7,-72.60000000000001,6033,8524514,1656566,Lauren
490,41.7,-72.60000000000001,6033,44316590,584553,Lauren
491,41.7,-72.60000000000001,6033,8515564,2202270,Lauren
492,41.7,-72.60000000000001,6033,11819614,1250518,Lauren
493,41.7,-72.60000000000001,6033,19918760,759226,Lauren
494,42.35,-71.15,2135,31319798,1547598,Hannah
495,42.2,-70.96000000000001,2188,40249841,3072282,Hannah
496,42.35,-71.04,2210,47429972,1232881,Hannah
497,42.35,-71.04,2210,31964692,753288,Hannah
498,41.98,-70.97,2324,56607,811064,Hannah
499,41.98,-70.97,2324,20237738,2125227,Hannah
500,42.11,-70.81,2339,25235180,498017,Hannah
501,42.11,-70.81,2339,42982611,906856,Hannah
502,42.11,-70.81,2339,31513492,2518716,Hannah
503,41.95,-70.66,2360,22644455,656236,Hannah
504,41.95,-70.66,2360,33740653,1064888,Hannah
505,41.95,-70.66,2360,14259925,551825,Hannah
