,BillingLatitude,BillingLongitude,BillingPostalCode,Consortium_Sales_Total,TA_Sales_Total,ExternalName
355,43.05,-70.78,3801,11456158,2306378,5
356,43.05,-70.78,3801,6200565,1177684,5
357,43.05,-70.78,3801,3813169,3163215,5
358,43.05,-70.78,3801,49200518,2486156,5
359,42.35,-71.08,2116,15061904,3228251,5
360,42.32,-71.06,2125,15806923,2525543,5
361,42.26,-71.0,2169,21573646,2161585,5
362,42.26,-71.0,2169,49248044,3291938,5
363,42.26,-71.0,2169,13532693,367883,5
364,42.25309,-71.00423,2169,466930,1448984,5
365,43.97,-71.12,3818,38580969,3218274,5
366,42.94,-70.82000000000001,3842,46026648,1957555,5
367,42.94,-70.82000000000001,3842,48433368,866553,5
368,42.94,-70.82000000000001,3842,23360668,2539968,5
369,42.94,-70.82000000000001,3842,11198579,1271038,5
370,42.94,-70.82000000000001,3842,5874082,2765927,5
371,41.99,-70.71000000000001,2364,44064284,3507587,5
372,42.38,-71.24,2451,50966343,1842025,5
373,42.38,-71.24,2451,21103896,2080424,5
374,42.38,-71.24,2451,3997015,2750101,5
375,42.38,-71.24,2451,12243357,42782,5
376,42.38,-71.24,2451,21008816,1040149,5
377,42.38,-71.24,2451,52176544,682733,5
378,42.38996,-71.25756,2451,40179166,2780015,5
379,42.38,-71.24,2451,8209919,918905,5
380,42.37,-71.24,2453,26829445,2436923,5
381,42.37,-71.24,2453,15305185,3414966,5
382,42.37,-71.24,2453,52115655,3355233,5
383,42.36127,-71.25996,2453,32237294,2331699,5
384,42.37,-71.24,2453,12494509,788607,5
385,43.79,-70.2,4096,47770539,1753544,5
386,43.79,-70.2,4096,44452878,3272224,5
387,42.5,-71.06,1880,6608401,1574371,5
388,42.5,-71.06,1880,19600439,2820155,5
389,42.5,-71.06,1880,25022927,1607538,5
390,42.5,-71.06,1880,436162,181472,5
391,42.5,-71.06,1880,12546512,2105855,5
392,42.5,-71.06,1880,10653913,2631439,5
393,42.5,-71.06,1880,31736485,1596800,5
394,42.5,-71.06,1880,10282590,899193,5
395,44.08,-70.24,4210,29636731,3307594,5
396,44.08,-70.24,4210,16965945,335731,5
397,44.09864,-70.23114,4210,-55280,261434,5
398,44.08,-70.24,4210,9475535,2487045,5
399,44.33,-69.72,4330,21266491,1430594,5
400,44.33,-69.72,4330,4768395,1160994,5
401,44.33,-69.72,4330,3481374,2245063,5
402,44.03,-69.51,4543,51650329,1091401,5
403,44.58,-68.49,4605,33578854,981416,5
404,44.58,-68.49,4605,16036824,2507141,5
405,44.58,-68.49,4605,1168027,1726512,5
406,46.11,-67.83,4730,17795118,349676,5
407,46.13069,-67.8405,4730,32126674,2962115,5
408,44.2,-69.06,4843,42496657,2776647,5
409,44.2,-69.06,4843,7588981,2175351,5
410,44.55,-69.71000000000001,4963,12769768,2588037,5
411,42.47,-70.91,1907,8173328,671635,5
412,42.57,-70.87,1915,49012192,1842184,5
413,42.57,-70.87,1915,37916339,2553642,5
414,42.57,-70.87,1915,20567672,2898319,5
415,42.57,-70.87,1915,12070283,971106,5
416,42.57,-70.87,1915,22352749,2416643,5
417,42.57,-70.95,1923,34348355,1718132,5
418,42.57,-70.95,1923,51239225,2764126,5
419,42.57,-70.95,1923,24623136,363520,5
420,42.57,-70.95,1923,6079033,368455,5
421,43.65,-72.32000000000001,5001,2048471,2574132,17
422,43.99,-72.12,5033,125189,3122825,17
423,42.87,-73.18,5201,19823143,1970734,17
424,42.87,-73.18,5201,9471433,142333,17
425,42.87,-73.18,5201,21644280,548248,17
426,42.62,-70.66,1930,29291775,1222110,5
427,42.72,-70.89,1969,27415903,1615654,5
428,42.23265,-71.18189,2026,25977894,1420105,5
429,42.23079,-71.1771,2026,47850524,419676,5
430,42.24,-71.17,2026,12611862,2237865,5
431,43.17,-73.04,5255,46127505,250762,17
432,42.86,-72.57000000000001,5301,32929040,722080,17
433,42.86,-72.57000000000001,5301,19271984,2946805,17
434,44.2,-72.5,5641,43203023,672546,17
435,44.2,-72.5,5641,51343902,2454618,17
436,44.2,-72.5,5641,-408308,3189725,17
437,44.2,-72.5,5641,18151244,1182747,17
438,42.35,-71.19,2458,43375678,2025113,5
439,42.35,-71.19,2458,24956921,3107163,5
440,42.31,-71.19,2459,25760084,2526653,5
441,42.33,-71.26,2462,23555271,2863308,5
442,42.31,-71.16,2467,48945720,1226944,5
443,42.31,-71.16,2467,15381155,3231672,5
444,42.06,-71.33,2093,13155863,1671920,5
445,42.06,-71.33,2093,23244408,19838,5
446,42.32,-71.2364,2481,52375058,1271115,5
447,42.31,-71.27,2481,24301616,435983,5
448,42.31822,-71.23765,2481,43131088,2079376,5
449,42.31,-71.27,2481,28141032,1709360,5
450,42.31,-71.27,2481,28377773,514666,5
451,42.31,-71.27,2481,26132345,3293497,5
452,42.31,-71.27,2481,46806899,759546,5
453,42.31476,-71.23752,2481,27655145,239440,5
454,43.6,-72.97,5701,24918437,1404159,17
455,43.6,-72.97,5701,29542612,265669,17
456,42.29,-71.04,2122,42099872,3503724,5
457,42.38,-71.06,2129,49698044,386012,5
458,44.93,-72.2,5855,11092836,377812,17
459,44.93,-72.2,5855,42506293,2784094,17
460,41.7,-72.60000000000001,6033,39316570,1453441,13
461,41.7,-72.60000000000001,6033,7795485,2145738,13
462,41.7,-72.60000000000001,6033,38581451,3016569,13
463,41.7,-72.60000000000001,6033,22470006,2582930,13
464,41.7,-72.60000000000001,6033,11553816,1397750,13
465,41.7,-72.60000000000001,6033,26237064,112232,13
466,41.7,-72.60000000000001,6033,17867813,2137628,13
467,41.7,-72.60000000000001,6033,38969209,1430690,13
468,41.7,-72.60000000000001,6033,45413040,2843041,13
469,41.7,-72.60000000000001,6033,12795679,1832234,13
470,41.7,-72.60000000000001,6033,43372903,3113422,13
471,41.7,-72.60000000000001,6033,30013094,1858024,13
472,41.7,-72.60000000000001,6033,8592040,532702,13
473,41.7,-72.60000000000001,6033,8227838,1515763,13
474,41.72113,-72.62163,6033,19415505,410451,13
475,41.7,-72.60000000000001,6033,1864002,1377982,13
476,41.7,-72.60000000000001,6033,19777522,2966193,13
477,41.7,-72.60000000000001,6033,1218083,1973762,13
478,41.72271,-72.61661,6033,6139103,2352499,13
479,41.7,-72.60000000000001,6033,25984267,617318,13
480,41.7,-72.60000000000001,6033,28448840,2524759,13
481,41.7,-72.60000000000001,6033,42160935,240385,13
482,41.7,-72.60000000000001,6033,51378773,2390268,13
483,41.7,-72.60000000000001,6033,44314332,1932528,13
484,41.7,-72.60000000000001,6033,52367142,2990998,13
485,41.7,-72.60000000000001,6033,43202334,1477213,13
486,41.7,-72.60000000000001,6033,41920547,2080546,13
487,41.7,-72.60000000000001,6033,49769811,1846266,13
488,41.7,-72.60000000000001,6033,49212010,3014062,13
489,41.7,-72.60000000000001,6033,8524514,1656566,13
490,41.7,-72.60000000000001,6033,44316590,584553,13
491,41.7,-72.60000000000001,6033,8515564,2202270,13
492,41.7,-72.60000000000001,6033,11819614,1250518,13
493,41.7,-72.60000000000001,6033,19918760,759226,13
494,42.35,-71.15,2135,31319798,1547598,5
495,42.2,-70.96000000000001,2188,40249841,3072282,5
496,42.35,-71.04,2210,47429972,1232881,5
497,42.35,-71.04,2210,31964692,753288,5
498,41.98,-70.97,2324,56607,811064,5
499,41.98,-70.97,2324,20237738,2125227,5
500,42.11,-70.81,2339,25235180,498017,5
501,42.11,-70.81,2339,42982611,906856,5
502,42.11,-70.81,2339,31513492,2518716,5
503,41.95,-70.66,2360,22644455,656236,5
504,41.95,-70.66,2360,33740653,1064888,5
505,41.95,-70.66,2360,14259925,551825,5
506,41.95,-70.66,2360,17806563,1253280,5
507,41.95,-70.66,2360,16459803,2229763,5
508,42.28,-71.24,2492,20756206,750460,5
509,42.3,-71.23,2494,6905898,1845585,5
510,42.3,-71.23,2494,45838367,991883,5
511,42.29988,-71.22102,2494,6737959,2794850,5
512,42.13,-70.91,2370,21146910,723622,5
513,42.13,-70.91,2370,51747354,2481656,5
514,42.13,-70.91,2370,5155011,1493379,5
515,42.46,-71.22,2420,48622878,335563,5
516,42.46,-71.22,2420,12036097,1628227,5
517,42.46,-71.22,2420,38555376,1729671,5
518,41.62,-72.77,6037,13650908,1551604,13
519,41.62,-72.77,6037,18647824,901479,13
520,41.62,-72.77,6037,49093247,2647223,13
521,41.67,-72.86,6062,14227053,669799,13
522,41.67,-72.86,6062,48443637,956849,13
523,41.84,-72.45,6066,22560578,734468,13
524,41.84,-72.45,6066,16989877,56540,13
525,41.84,-72.45,6066,29377338,449015,13
526,42.36,-71.3,2493,657465,2075983,5
527,42.36,-71.3,2493,34249302,2838784,5
528,41.56,-70.62,2540,51095388,813304,5
529,41.56,-70.62,2540,15479198,2204982,5
530,41.81,-72.61,6074,40851712,2984249,13
531,41.81,-72.61,6074,47228025,1943548,13
532,41.81,-72.61,6074,34743492,2806983,13
533,41.81,-72.61,6074,43874539,1381813,13
534,41.81,-72.61,6074,21433589,1799803,13
535,41.81,-72.61,6074,49183592,2109525,13
536,41.96,-72.56,6082,48276178,1949973,13
537,41.96,-72.56,6082,708423,807992,13
538,41.84,-72.82000000000001,6089,43069353,1402810,13
539,41.77,-72.67,6103,6081597,585711,13
540,41.77,-72.67,6103,51919667,704673,13
541,41.77,-72.67,6103,18580363,1278992,13
542,41.77,-72.67,6103,45188881,12055,13
543,41.77,-72.67,6103,24660194,1061865,13
544,41.77,-72.67,6103,24418131,2136220,13
545,41.77,-72.67,6103,49596904,2065321,13
546,41.77,-72.67,6103,9233032,104141,13
547,41.76,-70.71000000000001,2571,5756412,2129062,5
548,41.76,-70.08,2631,40603308,1533814,5
549,41.76,-70.08,2631,52208767,2253477,5
550,41.65,-70.48,2649,45345320,-8671,5
551,41.79,-70.0,2653,27855658,2923993,5
552,41.76,-72.68,6106,18199239,2125668,13
553,41.75,-72.74,6107,41311101,625520,13
554,41.75,-72.74,6107,49792548,1176348,13
555,41.75,-72.74,6107,12393438,2426992,13
556,41.75,-72.74,6107,4653575,2957235,13
557,41.75,-72.74,6107,10674603,815565,13
558,41.75,-72.74,6107,14592983,1561177,13
559,41.75,-72.74,6107,17638636,3293579,13
560,41.75,-72.74,6107,17407796,1842350,13
561,41.75,-72.74,6107,46551887,1894916,13
562,41.75,-72.74,6107,12478816,2138663,13
563,41.75,-72.74,6107,24833119,1558447,13
564,41.75,-72.74,6107,42426984,3386574,13
565,41.68,-72.73,6111,33071336,157458,13
566,41.68,-72.73,6111,47522728,298040,13
567,41.61,-70.91,2744,10310614,524057,5
568,41.7,-70.95,2745,45863242,515684,5
569,41.68032,-70.93828,2745,2513489,57712,5
